sample,feature,value,label
PE9242-S1P_60_FFPE0260-S1-200_40,smoothened_af,0.332263859,Contaminated
PE9242-S1P_60_FFPE0260-S1-200_40,smoothened_af,0.221488627,Contaminated
PE9242-S1P_60_FFPE0260-S1-200_40,smoothened_af,0.99685732,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,7.05E-07,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.241162397,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.400701742,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,7.08E-07,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.050914703,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.004538693,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.220416688,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.000502095,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,6.92E-06,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.937893747,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.782086739,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.499973811,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.331028135,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,8.84E-07,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.32131979,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.00270624,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.495088853,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.679576043,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,2.65E-05,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,2.45E-06,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,1.53E-07,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.641634169,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,8.75E-06,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.304616913,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,1.09E-05,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,0.449205034,Contaminated
HQ6495-05_94_FFPE2110-S1P_6,smoothened_af,2.66E-08,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.100277353,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.330411706,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.241060211,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.173217844,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,4.37E-09,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,6.30E-05,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.011805135,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.350032569,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,9.84E-12,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.432898922,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.49793741,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,1.82E-09,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.000572327,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.053455245,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.403693462,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.00031676,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.374271749,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.006135127,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.014599582,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.053318431,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,9.69E-13,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.972344939,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,5.09E-09,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.309925224,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.047970351,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,0.309241583,Contaminated
PE9187-S1-200_50_FFPE1750-S1-R03_24_HQ3065-R04_26,smoothened_af,5.51E-14,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,4.72E-06,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.249638517,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,2.28E-08,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.328639316,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.480989842,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.005473272,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.347644219,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.530679422,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.422824553,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.477446002,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.497358897,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.98018123,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.761968299,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.389359089,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.249460612,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,6.29E-07,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.270038643,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.576456151,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.997877455,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.000183039,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,3.99E-06,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.498142019,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.46390769,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.331146158,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.312151514,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.233900206,Contaminated
PE2121-S1_60_FFPE1750-S1-R03_40,smoothened_af,0.44265715,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,1.25E-12,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.483638099,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.207457893,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.434534581,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.807017504,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,9.15E-12,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.038902912,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.866043747,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,5.28E-16,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,6.84E-16,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.677409363,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,1.13E-17,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.326022,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,3.08E-16,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.488820852,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,4.89E-16,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.514565157,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.483020503,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,4.72E-13,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.228895858,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.691626075,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.179725255,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.23494153,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.633765866,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.500760559,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.312276795,Contaminated
NGS41-INDEL-V1_80_FFPE5989-S1P_3_FFPE0260-S1-R01_17,smoothened_af,0.998403453,Contaminated
LabMix-80-20,smoothened_af,0.000852467,Contaminated
LabMix-80-20,smoothened_af,0.494809555,Contaminated
LabMix-80-20,smoothened_af,0.584411138,Contaminated
LabMix-80-20,smoothened_af,0.070102913,Contaminated
LabMix-80-20,smoothened_af,0.497891941,Contaminated
LabMix-80-20,smoothened_af,0.59652525,Contaminated
LabMix-80-20,smoothened_af,8.27E-11,Contaminated
LabMix-80-20,smoothened_af,0.14294755,Contaminated
LabMix-80-20,smoothened_af,0.036091632,Contaminated
LabMix-80-20,smoothened_af,0.383543948,Contaminated
LabMix-80-20,smoothened_af,0.489374224,Contaminated
LabMix-80-20,smoothened_af,3.98E-12,Contaminated
LabMix-80-20,smoothened_af,0.397468305,Contaminated
LabMix-80-20,smoothened_af,0.456782363,Contaminated
LabMix-80-20,smoothened_af,0.653932653,Contaminated
LabMix-80-20,smoothened_af,4.56E-19,Contaminated
LabMix-80-20,smoothened_af,3.93E-10,Contaminated
LabMix-80-20,smoothened_af,0.363116891,Contaminated
LabMix-80-20,smoothened_af,0.531449572,Contaminated
LabMix-80-20,smoothened_af,0.127769879,Contaminated
LabMix-80-20,smoothened_af,0.634755754,Contaminated
LabMix-80-20,smoothened_af,0.12314968,Contaminated
LabMix-80-20,smoothened_af,0.221245945,Contaminated
LabMix-80-20,smoothened_af,5.23E-15,Contaminated
LabMix-80-20,smoothened_af,0.108683888,Contaminated
LabMix-80-20,smoothened_af,0.09156322,Contaminated
LabMix-80-20,smoothened_af,0.498086074,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.152288319,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.345966916,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,1.44E-09,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,1.70E-17,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.639705981,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.489199766,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.467714199,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.005376559,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.002466548,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.49793741,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.477902899,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.98018123,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,2.18E-13,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.073353046,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.501124554,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.602644072,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.508002223,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.011180107,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,9.74E-11,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.539042286,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.274741551,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.962451232,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.384752377,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.507078248,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.338628652,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,0.756487863,Contaminated
PE1750-S1-R01_80_HQ4496-05_20,smoothened_af,1.03E-15,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,8.95E-10,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.72849191,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.481027955,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.980002237,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.484610973,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,1.97E-06,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.000289906,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.001225233,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.005526265,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,7.55E-05,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,2.85E-05,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,1.10E-08,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.996693592,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.000782194,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.946410816,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.059738809,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.463890228,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.226233881,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.487742949,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.900896654,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.99569296,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.664498636,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.862509823,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,7.36E-06,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.996784272,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,3.98E-06,Contaminated
HQ3626-R03_50_FFPE0260-S1-R03_50,smoothened_af,0.000753096,Contaminated
Normal2,smoothened_af,0.618194677,Normal
Normal2,smoothened_af,0.964643112,Normal
Normal2,smoothened_af,0.973609969,Normal
Normal2,smoothened_af,0.990637743,Normal
Normal2,smoothened_af,0.961968061,Normal
Normal2,smoothened_af,0.967910468,Normal
Normal2,smoothened_af,0.981275485,Normal
Normal2,smoothened_af,0.988081199,Normal
Normal2,smoothened_af,0.978786595,Normal
Normal2,smoothened_af,0.975714509,Normal
Normal2,smoothened_af,0.98018123,Normal
Normal2,smoothened_af,0.98145471,Normal
Normal2,smoothened_af,0.982350122,Normal
Normal2,smoothened_af,0.985136048,Normal
Normal2,smoothened_af,0.867827162,Normal
Normal2,smoothened_af,0.980002237,Normal
Normal2,smoothened_af,0.962363384,Normal
Normal2,smoothened_af,0.96182352,Normal
Normal2,smoothened_af,0.990780551,Normal
Normal2,smoothened_af,0.777982646,Normal
Normal2,smoothened_af,0.239707315,Normal
Normal2,smoothened_af,0.996284037,Normal
Normal2,smoothened_af,0.961880228,Normal
Normal2,smoothened_af,0.989492466,Normal
Normal2,smoothened_af,0.901785075,Normal
Normal2,smoothened_af,0.948792137,Normal
Normal2,smoothened_af,0.998996049,Normal
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,5.37E-12,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.724320614,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.320689753,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,1.56E-08,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.321560131,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.980987101,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.009955483,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.496043591,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,1.61E-05,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.920262874,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.000635911,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,1.08E-11,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,7.37E-12,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.484182368,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.433190932,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.32569469,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.490298545,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.591223832,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.48199527,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.257149527,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,1.08E-07,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.881919506,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.206173861,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.320717792,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.332261424,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.498928789,Contaminated
PE9242-S1P_50_HQ3626-R04_50,smoothened_af,0.009204955,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.042926106,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.907963634,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.488910058,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.980002237,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.888716882,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.980987101,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.999817389,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.492943678,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.994717777,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.350005503,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.98018123,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.962846879,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.852301736,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.926695979,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.111144048,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.971827925,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,3.62E-05,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.963990539,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.931088263,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.961880228,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.873534089,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.870398152,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,1.84E-06,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.979859376,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,0.821817825,Contaminated
HQ3626-R04_95_FFPE0260-S1-R02_5,smoothened_af,3.18E-15,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.537011672,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.507179783,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.737792458,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.324698739,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.497892228,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,5.28E-18,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.423883117,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.291378611,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.514570245,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.497971177,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.404713901,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,8.63E-15,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.45720426,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,5.15E-14,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.527561875,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.043074967,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.397778241,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.692847134,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,5.96E-09,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.263497663,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,1.39E-13,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.965488545,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.419500325,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.505423535,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.005259534,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.527754512,Contaminated
PE9187-S1-200_91_NGS41-NA12878-05_9,smoothened_af,0.99569296,Contaminated
Dev8-18,smoothened_af,0.983474352,Normal
Dev8-18,smoothened_af,0.979517469,Normal
Dev8-18,smoothened_af,0.951249932,Normal
Dev8-18,smoothened_af,0.550271398,Normal
Dev8-18,smoothened_af,0.967838246,Normal
Dev8-18,smoothened_af,0.980987101,Normal
Dev8-18,smoothened_af,0.961880228,Normal
Dev8-18,smoothened_af,0.896294965,Normal
Dev8-18,smoothened_af,0.987273442,Normal
Dev8-18,smoothened_af,0.921860889,Normal
Dev8-18,smoothened_af,0.982261628,Normal
Dev8-18,smoothened_af,0.98145471,Normal
Dev8-18,smoothened_af,0.92909576,Normal
Dev8-18,smoothened_af,0.981678871,Normal
Dev8-18,smoothened_af,0.982028708,Normal
Dev8-18,smoothened_af,0.953216974,Normal
Dev8-18,smoothened_af,0.990040223,Normal
Dev8-18,smoothened_af,0.974972848,Normal
Dev8-18,smoothened_af,0.997877455,Normal
Dev8-18,smoothened_af,0.961880228,Normal
Dev8-18,smoothened_af,0.972267048,Normal
Dev8-18,smoothened_af,0.946336504,Normal
Dev8-18,smoothened_af,0.861011958,Normal
Dev8-18,smoothened_af,0.994808613,Normal
Dev8-18,smoothened_af,0.977436306,Normal
Dev8-18,smoothened_af,0.98113977,Normal
Dev8-18,smoothened_af,0.999406719,Normal
NGS41-NA12878-R04_70_FFPE1750-S1-R01_11_FFPE9187-S1-200_19,smoothened_af,8.76E-16,Contaminated
NGS41-NA12878-R04_70_FFPE1750-S1-R01_11_FFPE9187-S1-200_19,smoothened_af,0.604937657,Contaminated
NGS41-NA12878-R04_70_FFPE1750-S1-R01_11_FFPE9187-S1-200_19,smoothened_af,0.548253432,Contaminated
NGS41-NA12878-R04_70_FFPE1750-S1-R01_11_FFPE9187-S1-200_19,smoothened_af,0.107230894,Contaminated
NGS41-NA12878-R04_70_FFPE1750-S1-R01_11_FFPE9187-S1-200_19,smoothened_af,0.904890157,Contaminated
NGS41-NA12878-R04_70_FFPE1750-S1-R01_11_FFPE9187-S1-200_19,smoothened_af,7.07E-12,Contaminated
